name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Bobrinets,Bezuezdnyi gorod,Kherson,Elizavetgrad,Pale,New Russia,3481,14281,0,Bobrinets,48.05,32.1667,1,"","","",4704Bb1
Bugskie,khutora,Kherson,Elizavetgrad,Pale,New Russia,440,1321,0,Bugskie,47.61666,31.21667,1,"","",May be not the correct one because of 3 different countries with the same name: http://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B3%D1%81%D0%BA%D0%BE%D0%B5,4704Bg1
Bratskoe,selo,Kherson,Elizavetgrad,Pale,New Russia,241,1403,0,Bratskoe (Zhlekovicha),47.8667,31.5833,1,"","","",4704Br1
Dobrovelichkovka,mestechko,Kherson,Elizavetgrad,Pale,New Russia,1718,2849,0,Dobrovelichkovka (Revutskoe),48.3833,31.1833,1,"","","",4704Db1
Elisavetgrad,Uezdnyi gorod,Kherson,Elizavetgrad,Pale,New Russia,23967,61488,0,Elisavetgrad,48.5,32.2667,1,"","","",4704El1
Gromokleia,koloniia,Kherson,Elizavetgrad,Pale,New Russia,254,,0,Gromokleia,47.9,32.3167,,uncertain,"",Jews population is taken from Jewishgen,4704Gr1
Izrailevka,koloniia,Kherson,Elizavetgrad,Pale,New Russia,1387,1490,0,Izrailevka,48.0167,32.6,1,"","","",4704Iz1
Kalnibolot,selo,Kherson,Elizavetgrad,Pale,New Russia,588,4992,0,Kalnibolot,48.75,30.9833,1,"","","",4704Kl1
Khmielevoe,selo,Kherson,Elizavetgrad,Pale,New Russia,305,3026,0,Khmielevoe,48.56667,31.4,1,"","","",4704Km1
Katiagailovka,selo,Kherson,Elizavetgrad,Pale,New Russia,1099,3299,0,Katiagailovka,,,1,"","","",4704Kt1
Novo-Arkhangel'sk,posad,Kherson,Elizavetgrad,Pale,New Russia,943,6262,0,Novo-Arkhangel'sk (Arkhaigorod),48.6667,30.8167,1,"","","",4704Nv1
Novomirgorod,Bezuezdnyi gorod,Kherson,Elizavetgrad,Pale,New Russia,1622,9364,0,Novomirgorod,48.7833,31.65,1,"","","",4704Nv2
Ol'viopol',Bezuezdnyi gorod,Kherson,Elizavetgrad,Pale,New Russia,1482,6884,0,Ol'viopol',48.05,30.85,1,"","","",4704Ol1
Pavlovsk,posad,Kherson,Elizavetgrad,Pale,New Russia,2909,16028,0,Pavlovsk (Novoukrainka),48.3167,31.5167,1,"","","",4704Pv1
Sagaidak,koloniia,Kherson,Elizavetgrad,Pale,New Russia,770,801,0,Sagaidak,47.73333,32.4,1,"","","",4704Sg1
Voznesensk,Bezuezdnyi gorod,Kherson,Elizavetgrad,Pale,New Russia,5932,15748,0,Voznesensk,47.55,31.3333,1,"","","",4704Vz1
Buialyk Bol'shoi,selo,Kherson,Odessa,Pale,New Russia,85,5216,1,Buialyk Bol'shoi (Koshkovo),46.9333,30.65,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4705Bl1
Ianovka,mestechko,Kherson,Odessa,Pale,New Russia,1438,1898,0,Ianovka (Malaia Baranova),46.93333,30.4,1,"","","",4705In1
Kurisovo Pokrovskoe,mestechko,Kherson,Odessa,Pale,New Russia,246,1816,0,Kurisovo Pokrovskoe (Balaeva),46.96667,30.95,1,"","","",4705Kr1
Maiaki,Bezuezdnyi gorod,Kherson,Odessa,Pale,New Russia,648,4575,0,Maiaki,46.4167,30.2667,1,"","","",4705Mk1
Ochakov,Bezuezdnyi gorod,Kherson,Odessa,Pale,New Russia,1480,10786,0,Ochakov,46.6167,31.55,1,"","","",4705Oc1
Odessa,Uezdnyi gorod,Kherson,Odessa,Pale,New Russia,139984,403815,0,Odessa,46.4667,30.7333,1,"","","",4705Od1
Ovidiopol',Bezuezdnyi gorod,Kherson,Odessa,Pale,New Russia,408,5187,1,Ovidiopol',46.2667,30.4333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4705Ov1
Severinovka,mestechko,Kherson,Odessa,Pale,New Russia,234,1190,0,Severinovka,46.83333,30.58333,1,"","","",4705Sv1
Varvarovka,mestechko,Kherson,Odessa,Pale,New Russia,781,2352,0,Varvarovka (Velikaia Kosa),46.9833,31.95,1,"","","",4705Vr1
Buzinovo,selo,Kherson,Tiraspol',Pale,New Russia,235,760,0,Buzinovo,46.9833,30.4833,1,"","","",4706Bz1
Dubossary,Bezuezdnyi gorod,Kherson,Tiraspol',Pale,New Russia,5220,12089,0,Dubossary,47.2667,29.1667,1,"","","",4706Db1
Grigoriopol',Bezuezdnyi gorod,Kherson,Tiraspol',Pale,New Russia,832,7605,0,Grigoriopol',47.15,29.3,1,"","","",4706Gr1
Grossulovo,mestechko,Kherson,Tiraspol',Pale,New Russia,1201,2088,0,Grossulovo,47.0833,29.85,1,"","","",4706Gr2
Petrovierovka,mestechko,Kherson,Tiraspol',Pale,New Russia,819,1749,0,Petrovierovka (Poplavskoe),47.23333,30.33333,1,"","","",4706Pt1
Tumanova,mestechko,Kherson,Tiraspol',Pale,New Russia,285,825,0,Tumanova (Pavlovka),46.76667,29.98333,1,"","","",4706Tm1
Tiraspol',Uezdnyi gorod,Kherson,Tiraspol',Pale,New Russia,8668,31616,0,Tiraspol',46.8333,29.65,1,"","","",4706Tr1
Zakhar'evka,mestechko,Kherson,Tiraspol',Pale,New Russia,1732,3574,0,Zakhar'evka,47.3333,29.75,1,"","","",4706Zk1
Berezna,Bezuezdnyi gorod,Chernigov,Chernigov,Pale,South-West,1357,9922,0,Berezna,51.5667,31.7833,1,"","","",4801Br1
Chernigov,Uezdnyi gorod,Chernigov,Chernigov,Pale,South-West,8805,27716,0,Chernigov,51.5,31.3,1,"","","",4801Cr1
Borzna,Uezdnyi gorod,Chernigov,Borzna,Pale,South-West,1516,12526,0,Borzna,51.25,32.4333,1,"","","",4802Br1
Ichnia,mestechko,Chernigov,Borzna,Pale,South-West,370,9736,1,Ichnia,50.8667,32.4,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4802Ic1
Glukhov,Uezdnyi gorod,Chernigov,Glukhov,Pale,South-West,3853,14828,0,Glukhov,51.6833,33.9167,1,"","","",4803Gl1
Shostka,voennoe poselenie,Chernigov,Glukhov,Pale,South-West,201,4382,1,Shostka,51.8667,33.4833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place; Jewishgen is not the correct one,4803Ss1
Voronezh,mestechko,Chernigov,Glukhov,Pale,South-West,423,5718,1,Voronezh,51.7667,33.4667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4803Vr1
Dobrianka,posad,Chernigov,Gorodnia,Pale,South-West,880,6038,1,Dobrianka,52.0667,31.1833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4804Db1
Gorodnia,Uezdnyi gorod,Chernigov,Gorodnia,Pale,South-West,1249,4310,0,Gorodnia,51.8833,31.6,1,"","","",4804Gr1
Korzhovka,derevnia,Chernigov,Gorodnia,Pale,South-West,985,2379,0,Korzhovka,51.8167,31.9333,1,"","","",4804Kr1
Lovin',mestechko,Chernigov,Gorodnia,Pale,South-West,231,1418,0,Lovin',51.9,31.18333,1,"","","",4804Lv1
Novklia,derevnia,Chernigov,Gorodnia,Pale,South-West,57,519,0,Novklia,,,1,"","","",4804Nv1
Riepki,mestechko,Chernigov,Gorodnia,Pale,South-West,3049,3336,0,Riepki,51.8,31.08333,1,"","","",4804Rp1
Bobrovitsa,mestechko,Chernigov,Kozelets,Pale,South-West,671,5120,0,Bobrovitsa,51.5167,31.3667,1,"","","",4805Bb1
Kozelets,Uezdnyi gorod,Chernigov,Kozelets,Pale,South-West,1634,5141,0,Kozelets,50.9167,31.1167,1,"","","",4805Kz1
Novyi Bykov,mestechko,Chernigov,Kozelets,Pale,South-West,367,2649,0,Novyi Bykov,50.6,31.66667,1,"","","",4805Nv1
Bakhmach,poselok I stantsiia Liubavo-Romenskaia zheleznaia doroga,Chernigov,Konotop,Pale,South-West,321,1047,0,Bakhmach,51.2167,32.7667,1,"","",2 Bakhmach were united,4806Bk1
Bakhmach,poselok I stantsiia Kiev-Voronezh zheleznaia doroga,Chernigov,Konotop,Pale,South-West,170,839,0,Bakhmach,51.2167,32.7667,1,"","",2 Bakhmach were united,4806Bk2
Baturin,mestechko,Chernigov,Konotop,Pale,South-West,381,4847,1,Baturin,51.35,32.8833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4806Bt1
Dmitrovka,poselok I stantsiia,Chernigov,Konotop,Pale,South-West,438,644,0,Dmitrovka,50.9333,32.9667,1,"","","",4806Dm1
"",Uezdnyi gorod,"","",Pale,South-West,4426,18770,0,Konotop,51.2333,33.2,1,"","","",""
Altynovka,selo,Chernigov,Krolevets,Pale,South-West,95,4959,1,Altynovka,51.45,33.1833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place; Jewishgen is not the correct one,4807Al1
Korop,Bezuezdnyi gorod,Chernigov,Krolevets,Pale,South-West,873,6262,0,Korop,51.5667,32.9667,1,"","","",4807Kr1
Krolevets,Uezdnyi gorod,Chernigov,Krolevets,Pale,South-West,1815,10384,0,Krolevets,51.55,33.3833,1,"","","",4807Kr2
Baklan,mestechko,Chernigov,Mglin,Pale,South-West,336,1589,0,Baklan,52.75,33.25,1,"","",http://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D0%BB%D0%B0%D0%BD%D1%8C,4808Bk1
Mglin,Uezdnyi gorod,Chernigov,Mglin,Pale,South-West,2674,7640,0,Mglin,53.0667,32.85,1,"","","",4808Mg1
Pochep,mestechko,Chernigov,Mglin,Pale,South-West,3172,9714,0,Pochep,52.9333,33.4667,1,"","","",4808Pc1
Zamostskaia Sloboda,selo,Chernigov,Mglin,Pale,South-West,212,1095,0,Zamostskaia Sloboda,52.9333,33.4667,1,"","",Since 1919 in Pochep : http://www.rujen.ru/index.php/%D0%97%D0%90%D0%9C%D0%9E%D0%A1%D0%A2%D0%A1%D0%9A%D0%90%D0%AF_%D0%A1%D0%9B%D0%9E%D0%91%D0%9E%D0%94%D0%90,4808Zm1
Gremiach,mestechko,Chernigov,Novgorod-Sieversk,Pale,South-West,353,3278,0,Gremiach,52.33333,33.3,1,"","",Name of district as it mentioned in census,4809Gr1
Novgorod-Sieversk,Uezdnyi gorod,Chernigov,Novgorod-Sieversk,Pale,South-West,2956,9182,0,Novgorod-Sieversk,52,33.2667,1,"","","",4809Nv1
Churovichi,posad,Chernigov,Novozybkov,Pale,South-West,402,3611,0,Churovichi,52.1667,32,1,"","","",4810Cr1
Klimov,posad,Chernigov,Novozybkov,Pale,South-West,541,5023,0,Klimov,52.3833,32.1833,1,"","","",4810Kl1
Novoe Miesto,Bezuezdnyi gorod,Chernigov,Novozybkov,Pale,South-West,68,1488,1,Novoe Miesto,52.53333,31.8,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4810Nv1
Novozybkov,Uezdnyi gorod,Chernigov,Novozybkov,Pale,South-West,3836,15362,0,Novozybkov,52.5333,31.9333,1,"","","",4810Nv2
Semenovka,mestechko,Chernigov,Novozybkov,Pale,South-West,1247,14140,1,Semenovka,52.1833,32.5833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4810Sm1
Zlynka,posad,Chernigov,Novozybkov,Pale,South-West,812,5408,0,Zlynka,52.4333,31.7333,1,"","","",4810Zl1
Nosovka,mestechko,Chernigov,Niezhin,Pale,South-West,535,15551,1,Nosovka,50.9333,31.5833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4811Ns1
Niezhin,Uezdnyi gorod,Chernigov,Niezhin,Pale,South-West,7631,32113,0,Niezhin,51.05,31.8833,1,"","",Name of district as it mentioned in census,4811Nz1
Sednev,mestechko,Chernigov,Niezhin,Pale,South-West,272,2292,0,Sednev,51.65,31.56667,1,"","","",4811Sd1
Brovary,mestechko,Chernigov,Oster,Pale,South-West,888,3817,0,Brovary,50.5,30.7667,1,"","","",4812Br1
Oster,Uezdnyi gorod,Chernigov,Oster,Pale,South-West,1596,5370,0,Oster,50.95,30.8833,1,"","","",4812Os1
Predmostnaia Slobodka,derevnia,Chernigov,Oster,Pale,South-West,1306,3437,0,Predmostnaia Slobodka,50.43333,30.58333,1,"","",A settlement on the other side of the river from Kiev,4812Pr1
Kariukovka,selo,Chernigov,Sosnitsa,Pale,South-West,381,3502,0,Kariukovka,51.7667,32.2667,1,"","","",4813Kr1
Miena,mestechko,Chernigov,Sosnitsa,Pale,South-West,1659,6277,0,Miena,51.5167,32.2167,1,"","","",4813Mn1
Novye Mliny,mestechko,Chernigov,Sosnitsa,Pale,South-West,349,3298,0,Novye Mliny,51.41667,32.7,1,"","","",4813Nv1
Sosnitsa,Uezdnyi gorod,Chernigov,Sosnitsa,Pale,South-West,1842,7087,0,Sosnitsa,51.5333,32.5,1,"","","",4813Ss1
Pogar,Bezuezdnyi gorod,Chernigov,Starodub,Pale,South-West,1159,4965,0,Pogar,52.55,33.2667,1,"","","",4814Pg1
Starodub,Uezdnyi gorod,Chernigov,Starodub,Pale,South-West,5109,12381,0,Starodub,52.5833,32.7667,1,"","","",4814St1
Voronok,posad,Chernigov,Starodub,Pale,South-West,371,3707,0,Voronok,52.3667,32.6833,1,"","","",4814Vr1
Klintsy,posad,Chernigov,Surazh,Pale,South-West,2605,12166,0,Klintsy,52.7667,32.2333,1,"","","",4815Kl1
Popova Gora,selo,Chernigov,Surazh,Pale,South-West,276,2729,0,Popova Gora,53,31.6,1,"","","",4815Pp1
Surazh,Uezdnyi gorod,Chernigov,Surazh,Pale,South-West,2398,4006,0,Surazh,53.0167,32.4,1,"","","",4815Sr1
Sviatskaia,posad,Chernigov,Surazh,Pale,South-West,290,2389,0,Sviatskaia,52.6667,31.55,1,"","","",4815Sv1
Unech,derevnia,Chernigov,Surazh,Pale,South-West,6,632,1,Unech,52.85,32.6833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4815Un1
Revel',Gubernskii gorod,Estland,Revel',Beyond,Inner Russia,2843,64572,1,Revel',59.4333,24.7333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4901Rv1
Tula,"",Estland,Revel',Beyond,Inner Russia,,,1,Tula,,,0,"","",Not mentioned in census; May be no Jews or less than 500 people,4901Tl1
Vezenberg,Uezdnyi gorod,Estland,Vezenberg,Beyond,Inner Russia,561,5890,1,Vezenberg,59.35,26.35,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4902Vz1
Veisenshtein,Uezdnyi gorod,Estland,Veisenshtein,Beyond,Inner Russia,224,2507,1,Veisenshtein,58.8833,25.55,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,4903Vs1
Aleksandrov,derevnia,Warsaw,Warsaw,Pale,Poland,401,823,0,Aleksandrov,52.16667,21.25,1,"","",Was demolished during Holocaust : http://rujen.ru/index.php/%D0%90%D0%9B%D0%95%D0%9A%D0%A1%D0%90%D0%9D%D0%94%D0%A0%D0%A3%D0%92,5101Al1
Ezerna Krulevskaia,derevnia,Warsaw,Warsaw,Pale,Poland,19,730,1,Ezerna Krulevskaia,52.0833,21.1,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5101Ez1
Falenitsa,"",Warsaw,Warsaw,Pale,Poland,,,1,Falenitsa,52.1667,21.2333,0,"","",Not mentioned in census; May be no Jews or less than 500 people; Now part of Warsaw : http://en.wikipedia.org/wiki/Falenica,5101Fl1
Grokhov II,derevnia,Warsaw,Warsaw,Pale,Poland,280,1359,0,Grokhov II,52.25,21,1,"","",Now in Warsaw : http://pl.wikipedia.org/wiki/Groch%C3%B3w_(Warszawa),5101Gr1
Iablonna,zheleznodorozhnaia stantsiia s polkovoi kazarmoi,Warsaw,Warsaw,Pale,Poland,239,2389,1,Iablonna,52.3667,20.9333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5101Ib1
Mlotsiny,derevnia,Warsaw,Warsaw,Pale,Poland,210,1838,0,Mlotsiny,52.25,21,1,"","",Now in Warsaw : http://www.rujen.ru/index.php/%D0%9C%D0%9B%D0%9E%D0%A6%D0%98%D0%9D%D0%AB,5101Ml1
Novyi dvor,Bezuezdnyi gorod,Warsaw,Warsaw,Pale,Poland,4737,7302,0,Novyi dvor,52.4333,20.7167,1,"","","",5101Nv1
Okunev,posad,Warsaw,Warsaw,Pale,Poland,287,1119,0,Okunev,52.2667,21.3,1,"","","",5101Ok1
Praga,"",Warsaw,Warsaw,Pale,Poland,,,1,Praga,52.2667,21.0833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5101Pr1
Prushkov,derevnia,Warsaw,Warsaw,Pale,Poland,21,1709,1,Prushkov,52.1667,20.8333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5101Pr2
Piasechno,posad,Warsaw,Warsaw,Pale,Poland,1106,2760,0,Piasechno,52.0833,21.0333,1,"","","",5101Ps1
Rembertov,"",Warsaw,Warsaw,Pale,Poland,,,1,Rembertov,52.25,21.1667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5101Rm1
Shchenslevitse,derevnia,Warsaw,Warsaw,Pale,Poland,207,1793,0,Shchenslevitse,52.25,21,1,"","",Probably now also part of Warsaw,5101Sc1
Targuvek,poselok,Warsaw,Warsaw,Pale,Poland,144,1380,0,Targuvek,52.26667,21.05,1,"","",Now is part of Warsaw : wikimapia.org/3953936/ru/????????,5101Tr1
Varshava,Gubernskii gorod,Warsaw,Warsaw,Pale,Poland,219149,683692,0,Varshava,52.25,21,1,"","","",5101Vr1
Zelenka,derevnia,Warsaw,Warsaw,Pale,Poland,106,503,0,Zelenka,52.3,21.16667,1,"","","",5101Zl1
Blone,Uezdnyi gorod,Warsaw,Blony,Pale,Poland,1027,2974,0,Blone,52.2,20.6167,1,"","","",5102Bl1
Grodisk,posad,Warsaw,Blony,Pale,Poland,2154,2814,0,Grodisk,52.1167,20.6333,1,"","","",5102Gr1
Iordanovitsa,derevnia,Warsaw,Blony,Pale,Poland,325,1502,0,Iordanovitsa,,,1,"","","",5102Ir1
Leshno,derevnia,Warsaw,Blony,Pale,Poland,146,728,0,Leshno,52.26667,20.6,1,"","","",5102Ls1
Mariampol',selo,Warsaw,Blony,Pale,Poland,2310,9750,0,Mariampol' (Ruda Guzonskaia),52.05,20.43333,1,"","",Once was also near manufakturnaia fabrikah: ttp://pl.wikipedia.org/wiki/%C5%BByrard%C3%B3w,5102Mr1
Mshchonov,Bezuezdnyi gorod,Warsaw,Blony,Pale,Poland,2523,5124,0,Mshchonov,51.9833,20.5167,1,"","","",5102Ms1
Nadarzhin,posad,Warsaw,Blony,Pale,Poland,770,1422,0,Nadarzhin,52.1,20.8,1,"","","",5102Nd1
Vul'ka Grodiskaia,derevnia,Warsaw,Blony,Pale,Poland,349,1544,0,Vul'ka Grodiskaia,52.11666,20.6,1,"","","http://en.wikipedia.org/wiki/W%C3%B3lka_Grodziska,_Masovian_Voivodeship",5102Vl1
Viskitki,posad,Warsaw,Blony,Pale,Poland,1133,3060,0,Viskitki,52.0833,20.4,1,"","","",5102Vs1
Brest-Litovsk,Uezdnyi gorod,Grodno,Brest-Litovsk,Pale,Lithuania,30260,46568,0,Brest-Litovsk,52.1,23.7,1,"","","",1102Br1
Khodech,posad,Warsaw,Vlotslavsk,Pale,Poland,435,1358,0,Khodech,52.4,19.0333,1,"","","",5103Kd1
Koval',posad,Warsaw,Vlotslavsk,Pale,Poland,1400,3993,0,Koval',52.5333,19.1667,1,"","","",5103Kv1
Liuben',posad,Warsaw,Vlotslavsk,Pale,Poland,661,1230,0,Liuben',52.4,19.1833,1,"","","",5103Lb1
Liubranets,posad,Warsaw,Vlotslavsk,Pale,Poland,816,2126,0,Liubranets,52.55,18.85,1,"","","",5103Lb2
Przhedech,posad,Warsaw,Vlotslavsk,Pale,Poland,740,2728,0,Przhedech,52.3333,18.9,1,"","","",5103Pr1
Vlotslavek,Uezdnyi gorod,Warsaw,Vlotslavsk,Pale,Poland,4248,22907,0,Vlotslavek,52.65,19.0333,1,"","","",5103Vl1
Gombin,Bezuezdnyi gorod,Warsaw,Gostynin,Pale,Poland,2589,5137,0,Gombin,52.4,19.7333,1,"","","",5104Gm1
Gostynin,Uezdnyi gorod,Warsaw,Gostynin,Pale,Poland,1849,6747,0,Gostynin,52.4333,19.4833,1,"","","",5104Gs1
Kernozia,posad,Warsaw,Gostynin,Pale,Poland,222,536,0,Kernozia,52.2667,19.8667,1,"","","",5104Kr1
Przhibyshev,posad,Warsaw,Gostynin,Pale,Poland,121,1152,0,Przhibyshev,51.6667,20.85,1,"","","",5104Pr1
Sanniki,selo,Warsaw,Gostynin,Pale,Poland,216,1409,0,Sanniki,52.3333,19.8667,1,"","","",5104Sn1
Tarchin,posad,Warsaw,Gostynin,Pale,Poland,1281,2117,0,Tarchin,51.9667,20.8333,1,"","","",5104Tr1
Blendov,posad,Warsaw,Groitsy,Pale,Poland,859,1935,0,Blendov,51.7833,20.7,1,"","","",5105Bl1
Gora-Kal'variia,posad,Warsaw,Groitsy,Pale,Poland,2919,5297,0,Gora-Kal'variia,51.9833,21.2333,1,"","","",5105Gr1
Groitsy,Uezdnyi gorod,Warsaw,Groitsy,Pale,Poland,3737,6028,0,Groitsy,51.8667,20.8667,1,"","","",5105Gr2
Goshchin,posad,Warsaw,Groitsy,Pale,Poland,185,982,0,Goshchin,51.7333,20.85,1,"","","",5105Gs1
Mogel'nitse,posad,Warsaw,Groitsy,Pale,Poland,2352,4100,0,Mogel'nitse,51.7,20.7333,1,"","","",5105Mg1
Varka,Zashtatnyi gorod,Warsaw,Groitsy,Pale,Poland,2548,4274,0,Varka,51.7833,21.2,1,"","","",5105Vr1
Dombrovitse,posad,Warsaw,Kutno,Pale,Poland,209,1865,0,Dombrovitse,52.3167,19.1,1,"","","",5106Dm1
Krosnevitse,posad,Warsaw,Kutno,Pale,Poland,1050,2162,0,Krosnevitse,52.25,19.1833,1,"","","",5106Kr1
Kutno,Uezdnyi gorod,Warsaw,Kutno,Pale,Poland,5347,11250,0,Kutno,52.2333,19.3667,1,"","","",5106Kt1
Zhikhlin,posad,Warsaw,Kutno,Pale,Poland,2268,4840,0,Zhikhlin,52.25,19.6167,1,"","","",5106Zk1
Bieliavy,posad,Warsaw,Lovich,Pale,Poland,186,626,0,Bieliavy,52.0667,19.65,1,"","","",5107Bl1
Bolimov,posad,Warsaw,Lovich,Pale,Poland,802,1480,0,Bolimov,52.0833,20.1667,1,"","","",5107Bl2
Lovich,Uezdnyi gorod,Warsaw,Lovich,Pale,Poland,3709,12368,0,Lovich,52.1167,19.9333,1,"","","",5107Lv1
Lyshkovitse,derevnia,Warsaw,Lovich,Pale,Poland,373,2278,0,Lyshkovitse,51.9833,19.9167,1,"","","",5107Ly1
Sobota,posad,Warsaw,Lovich,Pale,Poland,325,669,0,Sobota,52.1167,19.6833,1,"","","",5107Sb1
Aleksandrovo-Troianovo,selo,Warsaw,Neshava,Pale,Poland,286,2174,0,Aleksandrovo-Troianovo,52.8667,18.7,1,"","","",5108Al1
Neshava,Uezdnyi gorod,Warsaw,Neshava,Pale,Poland,310,2639,0,Neshava,52.8333,18.9,1,"","","",5108Ns1
Osentsiny,posad,Warsaw,Neshava,Pale,Poland,392,840,0,Osentsiny,52.6333,18.7167,1,"","","",5108Os1
Piotrkov,posad,Warsaw,Neshava,Pale,Poland,654,861,0,Piotrkov,52.5667,18.5,1,"","","",5108Pt1
Radieev,posad,Warsaw,Neshava,Pale,Poland,422,2293,0,Radieev,52.6167,18.5333,1,"","","",5108Rd1
Sluzhevo,posad,Warsaw,Neshava,Pale,Poland,432,1509,0,Sluzhevo,52.85,18.65,1,"","","",5108Sl1
Siennitsa,posad,Warsaw,Neshava,Pale,Poland,599,938,0,Siennitsa,52.1,21.6167,1,"","","",5108Sn1
Tsiekhotsinek,selo,Warsaw,Neshava,Pale,Poland,233,1263,0,Tsiekhotsinek,52.8667,18.8,1,"","","",5108Ts1
Kalushin,Bezuezdnyi gorod,Warsaw,Novo-Minsk,Pale,Poland,6447,8737,0,Kalushin,52.2167,21.8167,1,"","","",5109Kl1
Kolbel',posad,Warsaw,Novo-Minsk,Pale,Poland,1721,2164,0,Kolbel',52.0667,21.4833,1,"","","",5109Kl2
Karchev,posad,Warsaw,Novo-Minsk,Pale,Poland,1025,2861,0,Karchev,52.0833,21.25,1,"","","",5109Kr1
Liatovich,posad,Warsaw,Novo-Minsk,Pale,Poland,423,1884,0,Liatovich,52.03333,21.81667,1,"","","",5109Lt1
Novo-Minsk,Uezdnyi gorod,Warsaw,Novo-Minsk,Pale,Poland,3655,9286,0,Novo-Minsk,52.1833,21.5667,1,"","","",5109Nv1
Stanislavov,posad,Warsaw,Novo-Minsk,Pale,Poland,601,2083,0,Stanislavov,52.28333,21.55,1,"","","",5109St1
Villi,derevnia,Warsaw,Novo-Minsk,Pale,Poland,114,726,0,Villi (dachi) Otvotskiia,52.1333,21.3167,1,"","","",5109Vl1
Zavady,derevnia,Warsaw,Novo-Minsk,Pale,Poland,120,569,0,Zavady,52.4,21.91667,1,"","","",5109Zv1
Chervinsk,posad,Warsaw,Plonsk,Pale,Poland,384,1312,0,Chervinsk,52.4,20.3,1,"","","",5110Cr1
Kuchary,"",Warsaw,Plonsk,Pale,Poland,,,1,Kuchary,52.6667,20.5,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5110Kc1
Nove-Miasto,posad,Warsaw,Plonsk,Pale,Poland,956,1870,0,Nove-Miasto,52.65,20.6333,1,"","","",5110Nv1
Plonsk,Uezdnyi gorod,Warsaw,Plonsk,Pale,Poland,4447,7900,0,Plonsk,52.6333,20.3833,1,"","","",5110Pl1
Zakrochim,Bezuezdnyi gorod,Warsaw,Plonsk,Pale,Poland,2226,4518,0,Zakrochim,52.4333,20.6333,1,"","","",5110Zk1
Nasel'sk,Bezuezdnyi gorod,Warsaw,Pultusk,Pale,Poland,3030,4693,0,Nasel'sk,52.5833,20.8,1,"","","",5111Ns1
Pultusk,Uezdnyi gorod,Warsaw,Pultusk,Pale,Poland,5603,15968,0,Pultusk,52.7167,21.1,1,"","","",5111Pl1
Sokhotsin,posad,Warsaw,Pultusk,Pale,Poland,449,1334,0,Sokhotsin,52.6833,20.4667,1,"","","",5111Sk1
Sorotsk,posad,Warsaw,Pultusk,Pale,Poland,2054,3916,0,Sorotsk,52.5167,21.0667,1,"","","",5111Sr1
Vyshkov,posad,Warsaw,Pultusk,Pale,Poland,3207,5038,0,Vyshkov,52.6,21.4667,1,"","","",5111Vy1
Dobre,selo,Warsaw,Radimin,Pale,Poland,385,1004,0,Dobre,52.3333,21.6833,1,"","","",5112Db1
Iadov,posad,Warsaw,Radimin,Pale,Poland,1272,1797,0,Iadov,52.4667,21.6333,1,"","","",5112Id1
Kamenchik,posad,Warsaw,Radimin,Pale,Poland,170,1215,0,Kamenchik,52.6,21.53333,1,"","","",5112Km1
Radimin,Uezdnyi gorod,Warsaw,Radimin,Pale,Poland,2136,4172,0,Radimin,52.4167,21.1833,1,"","","",5112Rd1
Tlushch,"",Warsaw,Radimin,Pale,Poland,,,1,Tlushch,52.4167,21.45,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5112Tl1
Volomin,"",Warsaw,Radimin,Pale,Poland,,,1,Volomin,52.35,21.25,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5112Vl1
Skernevitsy,Uezdnyi gorod,Warsaw,Skernevitsy,Pale,Poland,3069,10745,0,Skernevitsy,51.9667,20.15,1,"","","",5113Sk1
