id,name,name_he,viv,viv_code,powiat,sum_group,value,addition,addition_type,group,geocode,modern_name,lat,lon,galil,galil_id,wikidata,wikipedia,osm_id,text,is_child,parent_id
717,Braiłow,בראילוב,Bracław,BRC,,BRC_1,819,,,,BRC_BRAHILOW,"Brahiłow, Vinnytsia Oblast, Ukraine",49.1053661,28.112267,Rus,1,,,,Miasto Braiłow z w.,0,
718,Zwierzchowka,זווירחובקא,Bracław,BRC,,BRC_1,193,,,,BRC_ZWIERZCHOWKA,"Verkhivka, Trostianets Raion, Vinnytsia Oblast, Ukraine",48.453283,29.1528593,Rus,1,,,,Miasto Zwierzchowka z w.,0,
719,Pieczara,פייצ׳ארה,Bracław,BRC,,BRC_1,177,,,,BRC_PECZARA,"Pechera, Tulchyn Raion, Vinnytsia Oblast, Ukraine",48.8550803,28.7236193,Rus,1,Q4362030,uk:Печера (село),4677041,Miasto Miasto Pieczara z w.,0,
720,Monasterzyska,מונאסטירשצ'ה,Bracław,BRC,,BRC_1,159,,,,BRC_MONASTERZYSKA,"Monastyryshche, Cherkasy Oblast, Ukraine",48.9965372,29.7999327,Rus,1,Q219820,uk:Монастирище,3125648,Miasto Monasterzyska z w.,0,
721,Kochanowka,קוכנובקא,Bracław,BRC,,BRC_1,84,,,,BRC_KOCHANOWKA,"Kokhanivka, Lypovets Raion, Vinnytsia Oblast, Ukraine",49.274209,28.7440442,Rus,1,Q703862,uk:Коханівка (Липовецький район),5011455,Miasto Kochanowka z w.,0,
722,Umań,אומן,Bracław,BRC,,BRC_1,446,,,,BRC_UMAN,"Uman, Cherkasy Oblast, Ukraine",48.7493927,30.2214499,Rus,1,Q208499,uk:Умань,3058556,Miasto Umań z w.,0,
723,Teplic,טפליק,Bracław,BRC,,BRC_1,289,,,,BRC_TEPLIK,"Teplyk, Vinnytsia Oblast, Ukraine",48.6633108,29.7507814,Rus,1,Q2473433,uk:Теплик,19237001,Miasto Teplic z w.,0,
724,Sokołowka,סוקולובקה,Bracław,BRC,,BRC_1,585,,,,BRC_SOKOLOWKA,"Sokolivka, Zhashkiv Raion, Cherkasy Oblast, Ukraine",49.029682,30.1298711,Rus,1,Q4427333,uk:Соколівка (Уманський район),12935313,Miasto Sokołowka z w.,0,
725,Murachawa,מוראחווה,Bracław,BRC,,BRC_1,509,,,,BRC_MORACHWA,"Murafa, Sharhorod Raion, Vinnytsia Oblast, Ukraine",48.78333333,28.21666667,Rus,1,,,,Miasto Murachawa y Czvryna,0,
726,Kumaygrod,קומייגראד,Bracław,BRC,,BRC_1,155,,,,BRC_KUMAYGROD,"Komarhorod, Tomashpil Raion, Vinnytsia Oblast, Ukraine",48.533709,28.6104411,Rus,1,Q4229229,uk:Комаргород,337595162,Miasto Kumaygrod,0,
727,Januszgrod,ינושגראד,Bracław,BRC,,BRC_1,157,,,,BRC_JANUSZGROD,"Ivanopil, Chudniv Raion, Zhytomyr Oblast, Ukraine",49.56948181,28.25785106,Rus,11,,,,Miasto Januszgrod,0,
729,Białocerkiew,בילה צרקווה,Kijow,KJW,Kijowski,KJW_1,1876,,,,KJW_BIALACERKIEW,"Bila Tserkva, Kyiv Oblast, Ukraine",49.7967712,30.1278405,Ostrog,10,Q33342,uk:Біла Церква,2069683,Kachał Białocerkiewski z paraf.,0,
730,Stęcwiski,,Kijow,KJW,Kijowski,KJW_1,699,,,,KJW_BIALACERKIEWSTAROSTY,"Stavyshche, Bila Tserkva Raion, Kyiv Oblast, Ukraine",49.3897213,30.1921389,Ostrog,10,,,,Kachał Stęcwiski do Starostwa Białocerkiew,0,
731,Brusyłow,ברוסילוב,Kijow,KJW,Kijowski,KJW_1,492,,,,KJW_BRUSILOW,"Brusyliv, Zhytomyr Oblast, Ukraine",50.2823029,29.5200784,Ostrog,10,Q946994,uk:Брусилів,199207493,Kachał Brusyłowski z p.,0,
732,Bohybry,בוהיברי,Kijow,KJW,Kijowski,KJW_1,1169,,,,KJW_BOHYBRYSKI,,49.5405738,30.8772055,Ostrog,10,,,,Kachał Bohybryski z p.,0,
733,Korsuń,קורסון-שבצ'נקיבסקי,Kijow,KJW,Kijowski,KJW_1,339,,,,KJW_KORSUN,"Korsun-Shevchenkivskyi, Cherkasy Oblast, Ukraine",49.4261119,31.2618527,Ostrog,10,Q219766,uk:Корсунь-Шевченківський,3629084,Kachał Korsunki z p.,0,
734,Bohusław,בוגוסלב,Kijow,KJW,Kijowski,KJW_1,875,,,,KJW_BOHUSLAW,"Bohuslav, Kyiv Oblast, Ukraine",49.5405738,30.8772055,Ostrog,10,Q1936339,uk:Богуслав,3627789,Kachał Bohusławski z p.,0,
735,Pawłocz,פאבולוץ',Kijow,KJW,Kijowski,KJW_1,1041,,,,KJW_PAWOLOCZ,"Pavoloch, Zhytomyr Oblast, Ukraine",49.8727041,29.4444766,Ostrog,10,Q4341950,uk:Паволоч,337542381,Kachał Pawłocki z p.,0,
736,Choderkow,חודורקוב,Kijow,KJW,Kijowski,KJW_1,452,,,,KJW_CHODORKOW,"Khodorkiv, Zhytomyr Oblast, Ukraine",50.1018005,29.3061097,Ostrog,10,Q4498775,uk:Ходорків,337534365,Kachał Choderkoski z p.,0,
737,Biłytow,בילטוב,Kijow,KJW,Kijowski,KJW_1,205,,,,KJW_BILYLOW,"Bilylivka, Ruzhyn Raion, Zhytomyr Oblast, Ukraine",49.6836465,29.0266035,Ostrog,10,,,,Kachał Biłytowski z p.,0,
738,Czerwon,צ׳רוון,Kijow,KJW,Kijowski,KJW_1,122,,,,KJW_CZERWONE,"Chervone, Andrushivka Raion, Zhytomyr Oblast, Ukraine",49.9527773,28.8578584,Ostrog,10,,,,Kachał Czerwonski z p.,0,
739,Dźwinogrod,זבניגורודקה,Kijow,KJW,Kijowski,KJW_1,92,,,,KJW_DZWINOGROD,"Zvenyhorodka, Cherkasy Oblast, Ukraine",49.0762064,30.9699903,Rus,1,Q219836,uk:Звенигородка,2758604,Kachał Dźwinogrodzki z p.,0,
740,Skwira,סקווירא,Kijow,KJW,Kijowski,KJW_1,284,,,,KJW_SKWIRA,"Skvyra, Kyiv Oblast, Ukraine",49.7328752,29.6642904,Ostrog,10,Q70598,uk:Сквира,3811860,Kachał Skwierski z p.,0,
741,Iwnica,איווניצה,Kijow,KJW,Kijowski,KJW_1,93,,,,KJW_IWNICA,"Ivnytsia, Zhytomyr Oblast, Ukraine",50.1493769,29.0408992,Ostrog,10,Q4197225,uk:Івниця,337528277,Kachał Iwnicki,0,
742,Jasnohorodka,יסנוהורודקא,Kijow,KJW,Kijowski,KJW_1,104,,,,KJW_JASNOGRODKA,"Yasnohorodka, Fastiv Raion, Kyiv Oblast, Ukraine",50.0091305,29.8989518,Ostrog,10,,,,Kachał Jasnohorodzki z p.,0,
743,Kotelnia,קוטלניא,Kijow,KJW,Kijowski,KJW_1,236,,,,KJW_KOTELNIA,"Kotelnia, Zhytomyr Oblast, Ukraine",50.1058036,28.9538224,Ostrog,10,Q4439706,uk:Стара Котельня,337534268,Kachał Kotelanski z p.,0,
744,Leszczyn,לשצ׳ין,Kijow,KJW,Kijowski,KJW_1,255,,,,KJW_LESZCZYN,"Lishchyn, Zhytomyr Oblast, Ukraine",50.1522471,28.8447487,Ostrog,10,Q4260583,uk:Ліщин,337527844,Kachał Leszczenski z p.,0,
745,Makarów,מקרוב,Kijow,KJW,Kijowski,KJW_1,217,,,,KJW_MAKAROW,"Makariv, Kyiv Oblast, Ukraine",50.4573262,29.8126552,Ostrog,10,Q2641614,uk:Макарів,2813893,Kachał Makarowski z p.,0,
746,Byszów,בישוב,Kijow,KJW,Kijowski,KJW_1,170,,,,KJW_BYSZOW,"Byshiv, Byshiv Rural Hromada, Fastiv Raion, Kyiv Oblast, 08072, Ukraine",50.266571,29.88693,Ostrog,10,Q4101337,uk:Бишів (Фастівський район),4768166,Kachał Byszowski z p.,0,
747,Taraszcza,טאראשה,Kijow,KJW,Kijowski,KJW_1,134,,,,KJW_TARASZCA,"Tarashcha, Kyiv Oblast, Ukraine",49.5619951,30.4973909,Ostrog,10,Q65380,uk:Тараща,3849561,Kachał Taraszczenski,0,
748,Wołodarka,וולודרקא,Kijow,KJW,Kijowski,KJW_1,662,,,,KJW_WOLODARKA,"Volodarka, Bila Tserkva Raion, Kyiv Oblast, Ukraine",49.6670552,30.0745315,Ostrog,10,,,,Kachał Wołodarski z kluczem Torczyckim,0,
749,Fastów,פסטוב,Kijow,KJW,Kijowski,KJW_1,460,,,,KJW_FASTOW,"Fastiv, Kyiv Oblast, Ukraine",50.0637682,29.9049684,Ostrog,10,Q161984,uk:Фастів,2533207,Kachał Fastowski z p.,0,
750,Białopol,ביאלופול,Kijow,KJW,Kijowski,KJW_1,176,,,,KJW_BIALOPOLE,"Biliivka, Volodarka Raion, Kyiv Oblast, Ukraine",49.5947833,29.7922277,Ostrog,10,,,,Kachał Białopolski z p.,0,
751,Hermanowka,הרמנובקא,Kijow,KJW,Kijowski,KJW_1,113,,,,KJW_HERMANOWKA,"Hermanivka, Obukhiv Raion, Kyiv Oblast, Ukraine",49.9934689,30.5534583,Ostrog,10,Q4137286,uk:Германівка (Обухівський район),337537982,Kachał Miasteczko Hermanowka z parafia,0,
752,Koszowata,,Kijow,KJW,Kijowski,KJW_1,125,,,,KJW_KOSZOWATA,"Koshiv, Tetiyiv Raion, Kyiv Oblast, Ukraine",49.73333333,29.66666667,Ostrog,10,,,,Kachał Koszowata z parafiami,0,
753,Kaniow,קניב,Kijow,KJW,Kijowski,KJW_1,403,,,,KJW_KANIOW,"Kaniv, Kaniv Urban Hromada, Cherkasy Raion, Cherkasy Oblast, Ukraine",49.7551031,31.4610802,Ostrog,10,Q925340,uk:Канів,3592556,Miasteczko Kaniow Z parfiami,0,
754,Czecheryn,טשערין,Kijow,KJW,Kijowski,KJW_1,66,,,,KJW_CZEHRYN,"Chyhyryn, Cherkasy Oblast, Ukraine",49.0730544,32.6617808,Ostrog,10,Q161980,uk:Чигирин,2328878,Kachał Czecheryn,0,
755,Medweduwka,מדבדובקא,Kijow,KJW,Kijowski,KJW_1,98,,,,KJW_MEDWEDOWKA,"Medvedivka, Cherkasy Raion, Cherkasy Oblast, Ukraine",49.4264214,31.8001085,Ostrog,10,,,,Kachał Medweduwka,0,
756,Borowica,בורוביצא,Kijow,KJW,Kijowski,KJW_1,35,,,,KJW_BOROWICA,"Borovytsia, Сагунівська сільська громада, Cherkasy Raion, Cherkasy Oblast, 20921, Ukraine",49.2435795,32.4949493,Ostrog,10,Q4094286,uk:Боровиця (Черкаський район),377250591,Kachał Borowica,0,
757,Buzyn,בוזין,Kijow,KJW,Kijowski,KJW_1,29,,,,KJW_BUZYN,"Buzhyn, Chyhyryn Raion, Cherkasy Oblast, Ukraine",49.1157102,32.5090852,Ostrog,10,,,,Kachał Buzyn,0,
758,Kryłow,,Kijow,KJW,Kijowski,KJW_1,25,,,,KJW_KRYLOW,"Svitlovodsk, Kirovohrad Oblast, Ukraine",49.0659599,33.2474973,Ostrog,10,,,,Kachał Kryłow,0,
759,Czerkasy,צ'רקאסי,Kijow,KJW,Kijowski,KJW_1,171,,,,KJW_CZERKASY,"Cherkasy, Cherkasy Oblast, Ukraine",49.4413155,32.0643442,Ostrog,10,Q157055,pl:Czerkasy,16017902,Kachał Czerkasy,0,
760,Łysianka,ליסיאנקה,Kijow,KJW,Kijowski,KJW_1,169,,,,KJW_LISIANKA,"Lysianka, Cherkasy Oblast, Ukraine",49.2521977,30.8274292,Ostrog,10,Q1879003,uk:Лисянка (смт),159380442,Kachał Łysianka,0,
761,Smyla,סמילה,Kijow,KJW,Kijowski,KJW_1,927,,,,KJW_SMILA,"Smila, Cherkasy Oblast, Ukraine",49.227717,31.852233,Ostrog,10,Q219595,uk:Сміла,18081728,Kachał Smylański,0,
762,Borodzanki,בורודיאנקה,Kijow,KJW,Kijowski,KJW_1,347,,,,KJW_BORODZIANKA,"Borodianka, Kyiv Oblast, Ukraine",50.6445031,29.9146299,Ostrog,10,Q2997894,uk:Бородянка,18281347,Kachał Borodzański,0,
763,Moszny,מושני,Kijow,KJW,Kijowski,KJW_1,89,,,,KJW_MOSZNY,"Moshny, Cherkasy Oblast, Ukraine",49.5238121,31.7432618,Ostrog,10,Q4305354,uk:Мошни,8178801,Kachał Moszański,0,
764,Rzeszczow,רוז'ין,Kijow,KJW,Kijowski,KJW_1,57,,,,KJW_RUZYN,"Ruzhyn, Zhytomyr Oblast, Ukraine",49.7203686,29.2068497,Ostrog,10,,,,Kachał Rzeszczowski,0,
766,Zytomir,ז׳יטומיר,Kijow,KJW,Zytomirski,KJW_2,460,,,,KJW_ZHYTOMYR,"Zhytomyr, Zhytomyr Oblast, Ukraine",50.2615588,28.6666776,Ostrog,10,,,,Kachał Zytomirski z parafiami,0,
767,Berdyczow,ברדיצ'ב,Kijow,KJW,Zytomirski,KJW_2,1541,,,,KJW_BERDYCZOW,"Berdychiv, Zhytomyr Oblast, Ukraine",49.9106591,28.5900312,Ostrog,10,Q158799,uk:Бердичів,2069556,Kachał Berdyczowski z p.,0,
768,Złobodyiszcze,זלובודישצ׳ה,Kijow,KJW,Zytomirski,KJW_2,91,,,,KJW_SLOBODYSZCZE,"Slobodyshche, Berdychiv Raion, Zhytomyr Oblast, Ukraine",50.026829,28.4791106,Ostrog,10,Q4423596,uk:Слободище (Бердичівський район),5488910,Kachał Złobodyiski,0,
769,Pradzow,פראדזוב,Kijow,KJW,Zytomirski,KJW_2,67,,,,KJW_PRZEDWOJEW,"Pryvitiv, Zhytomyr Oblast, Ukraine",50.0463128,27.7913645,Ostrog,10,,,,Kachał Pradzowski,0,
770,Trojanow,טרוֹיַאנוֹב,Kijow,KJW,Zytomirski,KJW_2,276,,,,KJW_TROJANOW,"Troianiv, Zhytomyr Raion, Zhytomyr Oblast, Ukraine",50.1079342,28.5310054,Ostrog,10,Q4464054,uk:Троянів,337534078,Kachał Trojanowski z p.,0,
771,Czerniechow,צ'רניחוב,Kijow,KJW,Zytomirski,KJW_2,359,,,,KJW_CZERNIECHOW,"Cherniakhiv, Zhytomyr Oblast, Ukraine",50.454046,28.6735506,Ostrog,10,Q872377,uk:Черняхів (смт),143837898,Kachał Czerniechowski z p.,0,
772,Korestosow,קורוסטישיב,Kijow,KJW,Zytomirski,KJW_2,620,,,,KJW_KOROSTESZOW,"Korostyshiv, Zhytomyr Oblast, Ukraine",50.3172235,29.0541431,Ostrog,10,Q149190,uk:Коростишів,3625930,Kachał Korestosowski z p.,0,
773,Uszomierz,אושומיר,Kijow,KJW,Zytomirski,KJW_2,179,,,,KJW_USZOMIERZ,"Ushomyr, Korosten Raion, Zhytomyr Oblast, Ukraine",50.8565425,28.4661572,Ostrog,10,Q239490,uk:Ушомир,337514850,Kachał Uszomierski z p.,0,
774,Chalen,,Kijow,KJW,Zytomirski,KJW_2,116,,,,KJW_CHABNE,"Poliske, Kyiv Oblast, Ukraine",51.240908,29.386975,Ostrog,10,Q913143,,6834759637,Kachał Chalenski z p.,0,
775,Łuwkow,לובקוב,Kijow,KJW,Zytomirski,KJW_2,24,,,,KJW_LUBIANKA,"Lubianka, Bucha Raion, Kyiv Oblast, Ukraine",50.6489717,30.1701145,Ostrog,10,,,,Kachał Łuwkowski,0,
776,Kodnia,קודניא,Kijow,KJW,Zytomirski,KJW_2,170,,,,KJW_KODNIA,"Kodnia, Zhytomyr Raion, Zhytomyr Oblast, Ukraine",50.0881383,28.688114,Ostrog,10,Q4226198,uk:Кодня,337534863,Kachał Kodenski z p.,0,
777,Xawerow,קסבירוב,Kijow,KJW,Zytomirski,KJW_2,96,,,,KJW_KSAWEROW,"Ksaveriv, Malyn Raion, Zhytomyr Oblast, Ukraine",50.9626354,29.152842,Ostrog,10,Q4243282,uk:Ксаверів,7802584,Kachał Xawerowski z p.,0,
778,Cudnow,צ'ודניב,Kijow,KJW,Zytomirski,KJW_2,1283,,,,KJW_CUDNOW,"Chudniv, Zhytomyr Oblast, Ukraine",50.0525797,28.1130916,Ostrog,10,Q149271,uk:Чуднів,3882307,Kachał Cudnowski z p.,0,
779,Krasnopol,קרסנופול,Kijow,KJW,Zytomirski,KJW_2,117,,,,KJW_KRASNOPOL,"Krasnopil, Chudniv Raion, Zhytomyr Oblast, Ukraine",49.8365464,28.0522946,Ostrog,10,Q4238924,uk:Краснопіль (Бердичівський район),337543475,Kachał Krasnopolski z p.,0,
780,Radomysl,רדומישל,Kijow,KJW,Zytomirski,KJW_2,359,,,,KJW_RADOMYSL,"Radomyshl, Zhytomyr Oblast, Ukraine",50.4965282,29.2337369,Ostrog,10,Q149163,uk:Радомишль,3629332,Kachał Kachał Radomyslkì z p.,0,
781,Horoszki,חורושיב,Kijow,KJW,Zytomirski,KJW_2,58,,,,KJW_HOROSZKI,"Khoroshiv, Zhytomyr Oblast, Ukraine",50.5957546,28.4446487,Ostrog,10,Q2993479,uk:Хорошів,9204044,Kachał Horoszkowski z p.,0,
782,Machnowka,מכנובקה,Kijow,KJW,Zytomirski,KJW_2,15,,,,KJW_MACHNOWKA,"Makhnivka, Koziatyn Raion, Vinnytsia Oblast, Ukraine",49.7187285,28.6722818,Ostrog,10,Q2511152,uk:Махнівка (Козятинський район),4541891,Kachał Machnowski,0,
783,Czaykow,צ׳ייקוב,Kijow,KJW,Zytomirski,KJW_2,19,,,,KJW_CZAYKOW,"Chaikivka, Radomyshl Raion, Zhytomyr Oblast, Ukraine",50.5424106,29.0453738,Ostrog,10,,,,Kachał Czaykowski,0,
784,Nowy Lubar,,Kijow,KJW,Zytomirski,KJW_2,164,,,,KJW_NOWYLUBAR,"Liubar, Zhytomyr Oblast, Ukraine",50.1,27.7,Ostrog,10,,,,Miasta Nowego Lubara,0,
785,Rozow,רוז'ין,Kijow,KJW,Zytomirski,KJW_2,44,,,,KJW_RUZYNSTAROSTY,"Rozhiv, Makariv Settlement Hromada, Bucha district, Kyiv Oblast, 08043, Ukraine",50.387287,29.650896,Ostrog,10,Q4396268,uk:Рожів,337522831,Sttwa Rozowskiego,0,
787,Owrucz,אוברוץ',Kijow,KJW,Owrucki,KJW_3,607,,,,KJW_OWRUCZ,"Ovruch, Zhytomyr Oblast, Ukraine",51.3268314,28.8028968,Ostrog,10,Q27039,uk:Овруч,3472076,Miasto Owrucz z parafiami,0,
788,Wieledniki,ויילדניקי,Kijow,KJW,Owrucki,KJW_3,241,,,,KJW_WIELEDNIKI,"Velydnyky, Ovruch Raion, Zhytomyr Oblast, Ukraine",51.3545505,28.3765746,Ostrog,10,,,,Miasto Wieledniki z p.,0,
789,Nordzynsk,נורינסק,Kijow,KJW,Owrucki,KJW_3,240,,,,KJW_NORYNSK,"Norynsk, Ovruch Raion, Zhytomyr Oblast, Ukraine",51.2670071,28.5727375,Ostrog,10,Q4327368,uk:Норинськ,337510032,Miasto Nordzynsk z p.,0,
790,Łuhyny,לוגיני,Kijow,KJW,Owrucki,KJW_3,215,,,,KJW_LUHINY,"Luhyny, Zhytomyr Oblast, Ukraine",51.0836752,28.4004787,Ostrog,10,Q2652141,uk:Лугини,3877582,Miasto Łuhyny z p.,0,
791,Olewsk,אולבסק,Kijow,KJW,Owrucki,KJW_3,362,,,,KJW_OLEWSK,"Olevsk, Zhytomyr Oblast, Ukraine",51.220756,27.6442211,Ostrog,10,Q913143,uk:Олевськ,3879758,Miasto Olewsk z p.,0,
792,Choyniki,חויניקי,Kijow,KJW,Owrucki,KJW_3,198,,,,KJW_CHOJNIKI,"Khoiniki, Gomel Region, Belarus",51.911017,29.9990632,Ostrog,10,Q955588,ru:Хойники,5598992,Miasto Choyniki z p.,0,
793,Brahin,ברגין,Kijow,KJW,Owrucki,KJW_3,532,,,,KJW_BRAHIN,"Brahin, Gomel Region, Belarus",51.7806702,30.2745544,Ostrog,10,Q2470405,be:Брагін,5598415,Miasto Brahin z p.,0,
794,Czarnobył,צ'רנוביל,Kijow,KJW,Owrucki,KJW_3,696,,,,KJW_CZARNOBYL,"Chornobyl, Kyiv Oblast, Ukraine",51.2763027,30.2218992,Ostrog,10,Q129677,uk:Чорнобиль,2313456,Miasto Czarnobył z p.,0,
795,Narodycze,נרודיצ׳ה,Kijow,KJW,Owrucki,KJW_3,241,,,,KJW_NARODYCZE,"Narodychi, Zhytomyr Oblast, Ukraine",51.2037922,29.0788297,Ostrog,10,Q2603008,uk:Народичі,3877583,Miasto Narodycze z p.,0,
797,Trechtymyrow,טרכטמירוב,Kijow,KJW,Owrucki,KJW_3,104,,,,KJW_TRECHTYMYROW,"Trakhtemyriv, Cherkasy Oblast, Ukraine",49.9772078,31.338124,Ostrog,10,,,,Kachał Traktamirowski,0,
799,Ciechanow,צ'יחאנוב,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,,,,,PDLS_CIECHANOW,"Ciechanowiec, gmina Ciechanowiec, powiat wysokomazowiecki, województwo podlaskie, Polska",52.6787967,22.4991103,Ciechanowiec,16,Q995159,pl:Ciechanowiec,3094548,Kachału Ciechanowskiego.,0,
800,Ciechanowiec,צ'חנוביץ,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,1418,498,Wsie do tegoż kachału Ciechanowskiego,Ciechanowiec,PDLS_CIECHANOWIEC,"Ciechanowiec, Podlaskie Voivodeship, Poland",52.6782617,22.4981661,Ciechanowiec,16,Q995159,pl:Ciechanowiec,3094548,Miasto Ciechanowiec,0,
801,Wysokie Mazowie,ויסוקה מזובייצק,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,62,,,Ciechanowiec,PDLS_WYSOKIEMAZOWIECKIE,"Wysokie Mazowieckie, Podlaskie Voivodeship, Poland",52.9148,22.51003,Tykocin,15,Q335580,pl:Wysokie Mazowieckie,3094538,Miasto Wysokie Mazowie,0,
802,Jabłonka,יאבלונקה קושצ'יילנה,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,97,,,Ciechanowiec,PDLS_JABLONKA,"Jabłonka Kościelna, Podlaskie Voivodeship, Poland",52.9509079,22.3668741,Ciechanowiec,15,Q974569,pl:Jabłonka Kościelna,7061726,Miasto Jabłonka z wsiami,0,
805,Siemiatyce,סמיאטיץ',Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,1015,,,Kachału Siemiatyckiego.,PDLS_SIEMIATYCZE,"Siemiatycze, Podlaskie Voivodeship, Poland",52.42732,22.86373,Siemiatycze,15,Q218980,pl:Siemiatycze,3070172,Miasto Siemiatyce,0,
806,Droiczyn,דרוהיצ'ין,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,880,,,Kachału Siemiatyckiego.,PDLS_DROHICZYN,"Drohiczyn, Podlaskie Voivodeship, Poland",52.4003253,22.6585778,Tykocin,15,Q769631,pl:Drohiczyn (Polska),2706254,Miasto Droiczyn y wsie,0,
807,Sokołow,סוקולוב פודלסקי,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,1379,792,villages,Kachału Sokołowskiego.,PDLS_SOKOLOW,"Sokołów Podlaski, Masovian Voivodeship, Poland",52.407031,22.2533607,Wegrow,16,Q1613105,pl:Sokołów Podlaski,2635648,Miasto Sokołow,0,
808,Sterdynia,סטרדין,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,88,,,Kachału Sokołowskiego.,PDLS_STERDYN,"Sterdyń, Masovian Voivodeship, Poland",52.5768719,22.2972581,Wegrow,16,Q1526656,pl:Sterdyń,3009679121,Miasto Sterdynia,0,
809,Węgrow,ונגרוב,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,581,3042,Supplement parafii do niegoz,Kachału Węgrowskiego.,PDLS_WEGROW,"Węgrów, Masovian Voivodeship, Poland",52.3991566,22.0164265,Wegrow,16,Q953156,,2526420596,Miasto Węgrow,0,
810,Kossow,קוסוב לאצקי,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,221,,,Przykachałku Kossowskiego.,PDLS_KOSOW,"Kosów Lacki, Masovian Voivodeship, Poland",52.596028,22.147003,Wegrow,16,Q1025320,pl:Kosów Lacki,3145078,Miasto Kossow,0,
811,Mordy,מורדי,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,354,135,villages,Przykachałku Modrskiego.,PDLS_MORDY,"Mordy, Masovian Voivodeship, Poland",52.2117033,22.5177976,Wegrow,16,Q1906245,pl:Mordy,1386759,Miasteczko Mordy,0,
812,Mąkobody,מוקובודי,Podlaski,PDLS,Ziemia Drohicka.,PDLS_1,163,15,villages,Przykachałku Mąkobodzkiego.,PDLS_MOKOBODY,"Mokobody, Masovian Voivodeship, Poland",52.2653151,22.1118803,Wegrow,16,Q2408688,pl:Mokobody,2105388205,Miasteczko Mąkobody,0,
813,Sarnaki,סרנאקי,Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,244,,,,PDLS_SARNAKI,"Sarnaki, Masovian Voivodeship, Poland",52.3147541,22.8893802,Tykocin,15,Q3137657,pl:Sarnaki,2110402523,Kachał Sarnacki z parafiami,0,
814,Niemierow,נימירוב,Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,88,,,,PDLS_NIEMIROW,"Niemirów, Podlaskie Voivodeship, Poland",52.2870261,23.164977,Tykocin,15,Q5738311,pl:Niemirów (województwo podlaskie),6779458,Przykachałek Niemierowski z p.,0,
815,Konstantynow,קונסטנטינוב,Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,553,,,,PDLS_KONSTANTYNOW,"Konstantynów, Lublin Voivodeship, Poland",52.2072043,23.0856406,Tykocin,15,Q2539886,pl:Konstantynów (województwo lubelskie),3009769625,Kachał Konstantynowski z p.,0,
816,Łosice,לושיצה,Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,389,,,,PDLS_LOSICE,"Łosice, Masovian Voivodeship, Poland",52.2115649,22.7184846,Tykocin,15,Q1913327,pl:Łosice,3008347,Przykachałek Łosicki z p.,0,
817,Międzyrzec,"מז'יריץ'  (גדול, דקוריץ)",Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,1076,,,,PDLS_MIEDZYRZEC,"Międzyrzec Podlaski, Lublin Voivodeship, Poland",51.9853496,22.7848432,Lublin City,7,Q34267,pl:Międzyrzec Podlaski,3101335,Miasto Międzyrzec z p.,0,
818,Rosocza,,Podlaski,PDLS,Ziemia Mielnicka.,PDLS_1,89,,,,PDLS_ROSSOSZ,"Rossosz, Lublin Voivodeship, Poland",51.98333333,22.78333333,Tykocin,7,,,,Miasto Rosocza z wsiami,0,
820,Tykocin,טיקטין,Podlaski,PDLS,Ziemia Bielska.,PDLS_2,2694,,,,PDLS_TYKOCIN,"Tykocin, Podlaskie Voivodeship, Poland",53.2062669,22.7740605,Tykocin,15,Q941451,pl:Tykocin,3092530,Kachał Tykociński z parafiami,0,
821,Sokoły,סוקולי,Podlaski,PDLS,Ziemia Bielska.,PDLS_2,163,,,,PDLS_SOKOLY,"Sokoły, Podlaskie Voivodeship, Poland",52.9925971,22.7002642,Tykocin,15,Q2695642,pl:Sokoły (powiat wysokomazowiecki),7070074,Przykachałek Sokołowski z p.,0,
822,Wizna,ויזנה,Podlaski,PDLS,Ziemia Bielska.,PDLS_2,148,,,,PDLS_WISZNIEW,"Wizna, Podlaskie Voivodeship, Poland",52.95580698,22.36007691,Tykocin,15,,,,Przykachałek Wiszyński z p.,0,
823,Jasionow,יסיונוב,Podlaski,PDLS,Ziemia Bielska.,PDLS_2,242,,,,PDLS_JASIONOWKA,"Jasionówka, Podlaskie Voivodeship, Poland",53.3950524,23.0378789,Tykocin,15,,,,Przykachałek Jasionowski,0,
824,Goniądz,גוניונדז,Podlaski,PDLS,Ziemia Bielska.,PDLS_2,426,,,,PDLS_GONIADZ,"Goniądz, Podlaskie Voivodeship, Poland",53.4897551,22.735111,Tykocin,15,Q985386,pl:Goniądz,3087482,Przykachałek Goniądzki z p.,0,
